Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
Borghese Palace,E22 Man-Made Object,Rome,Rome,罗马博尔盖塞宫,,,49
"Borgognone, Giacomo (Jacques Courtois)",E21 Person,,Rome,以战争画著称的耶稣会画家,,,"78, 79, 87, 89, 91, 136, 137, 143, 207, 264"
"Borgognone, Giacomo (Jacques Courtois)",E21 Person,,Rome,以战争画著称的耶稣会画家,drawings for tribune of Gesù,,79
"Borgognone, Guglielmo (Guillaume Courtois)",E21 Person,,Rome,罗马画家,,,"7n, 79, 87"
"Borgognone, Guglielmo (Guillaume Courtois)",E21 Person,,Rome,罗马画家,Martyrdom of St Andrew,,87
"Borromeo, Cardinal Federico",E53 Place,,Milan,米兰大主教，安布罗西亚图书馆创建者,,,151
"Borromini, Francesco",E53 Place,,Rome,罗马巴洛克建筑师,,,"48, 59, 61, 75, 76, 86, 104, 147, 148, 348, 397"
"Borromini, Francesco",E53 Place,,Rome,罗马巴洛克建筑师,and Oratorians,,"75, 76"
"Borromini, Francesco",E53 Place,,Rome,罗马巴洛克建筑师,and Pope Innocent X,,"147, 148"
"Borromini, Francesco",E53 Place,,Rome,罗马巴洛克建筑师,Scalzi church in Rome,,"75, 76"
"Borromini, Francesco",E53 Place,,Rome,罗马巴洛克建筑师,work on the Oratorio,,75
"Borromini, Francesco",E53 Place,,Rome,罗马巴洛克建筑师,work on Spada palace,,75
"Borzone, Francesco",E53 Place,,Genoa,热那亚画家,,,189
"Boscarati, Felice",E21 Person,,Verona,维罗纳画家,,,"326, 327, 408"
"Boschini, Marco",E21 Person,,Venice,威尼斯艺术理论家/画家,,,
"Boschini, Marco",E21 Person,,Venice,威尼斯艺术理论家/画家,Ricche Miniere,,345
"Boscovich, P.",E21 Person,,Rome,耶稣会数学家/天文学家,,,363n
"Bossuet, Jacques-Bénigne",E21 Person,,Paris,法国主教/布道家,,,"334, 335"
"Both, Jan",E21 Person,,Rome/Utrecht,荷兰意大利派风景画家,,,172
"Bottari, Giovanni",E21 Person,,Rome,罗马学者/艺术顾问,,,348
"Botti, Francesco",E53 Place,,Florence,佛罗伦萨画家,,,233n
"Bouchard, Jean-Jacques",E21 Person,,Rome,法国日记作者,,,"56, 57, 107, 108"
"Bouchardon, Edmé",E21 Person,,Paris,法国雕塑家,,,356
"Boucher, François",E21 Person,,Paris,法国洛可可画家,,,"257, 291, 335, 351, 354"
"Boucher, François",E21 Person,,Paris,法国洛可可画家,and Count Tessin,,293
"Boucher, François",E21 Person,,Paris,法国洛可可画家,designs for Tombeaux des Princes,,291
"Bracci, Pietro",E21 Person,,Rome,罗马巴洛克晚期雕塑家,,,
"Bracci, Pietro",E21 Person,,Rome,罗马巴洛克晚期雕塑家,Annunciation,,93n
"Bracciano, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,,,"7n, 97n"
"Bracciano, Paolo Giordano I Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,,,98n
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,,,"95, 96, 97, 98, 99, 401"
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,and Claude,,97
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,and van den Hecke,,97
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,and Pietro Tacca,,97
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,and Podestà,,97
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,"Bernini head, medal, and bust",,"96, 97"
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,commissions to Bernini and Tacca,,"387, 388, 389"
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,correspondence with Queen Christina of Sweden,,"97, 98"
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,Leoni etching,,96
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,love of music and spectacle,,"95, 96, 97"
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,medal collecting,,97
"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,Rome,奥尔西尼家族公爵,poetry,,96
"Bracciolini, Francesco",E53 Place,,Rome,巴洛克诗人 (Barberini赞助),,,"51, 52, 53, 57"
"Bracciolini, Francesco",E53 Place,,Rome,巴洛克诗人 (Barberini赞助),L'elettione di Urbano VIII,,52
"Bracciolini, Francesco",E53 Place,,Rome,巴洛克诗人 (Barberini赞助),plan for ceiling in Barberini palace,,"52, 53"
"Bramante, Donato",E21 Person,,Rome,文艺复兴建筑师,,,103
"Bramer, Leonard",E21 Person,,Delft,荷兰画家,,,206
"Brand, Johannes Christian",E21 Person,,Vienna,奥地利风景画家,,,342
"Brandi, Giacinto",E21 Person,,Rome,罗马巴洛克画家,,,"12, 18, 80, 88, 122, 136, 197, 207, 210"
"Brandi, Giacinto",E21 Person,,Rome,罗马巴洛克画家,letters relating to S. Andrea al Quirinale altarpieces,,"386, 387"
"Breughel, Abram",E21 Person,,Naples,佛兰芒静物画家,,,210
"Breughel, Velvet",E21 Person,,Antwerp,即 Jan Brueghel the Elder,,,206
"Breuil, Toussaint du",E21 Person,,Paris,第二枫丹白露画派画家,,,173
"Breval, John",E21 Person,,London,英国旅行作家,,,"222, 266, 301, 306, 307"
"Brienne, Lomenie de",E21 Person,,Paris,法国政治家/收藏家,,,"181, 184, 185, 186"
"Brill, Paul",E21 Person,,Rome,活跃于罗马的佛兰芒风景画家,,,206
"Brosse, Salomon de",E21 Person,,Paris,法国建筑师 (卢森堡宫),,,174
"Brosses, Président Charles De",E21 Person,,Dijon/Rome,法国作家,,,"245, 260, 311n"
"Brugiori, Domenico",E21 Person,,Lucca,卢卡画家,,,
"Brugiori, Domenico",E21 Person,,Lucca,卢卡画家,Cain and Abel,,227
"Brühl, Count",E21 Person,,Dresden,萨克森首相/收藏家,,,"294, 295, 352, 353"
"Brunelleschi, Filippo",E21 Person,,Florence,文艺复兴建筑先驱,,,103
"Brusasorci, Felice",E21 Person,,Verona,维罗纳画家,,,216
"Brusoni, Girolamo",E21 Person,,Venice,威尼斯作家,,,149n
"Brusoni, Girolamo",E21 Person,,Venice,威尼斯作家,Allori d'Eurota,,149n
"Brustolon, Andrea",E21 Person,,Venice,威尼斯木雕家,,,"337, 340"
"Brydges, Grey",E21 Person,,London,英国贵族 (Chandos家族),"see under Chandos, Lord",,
"Buckingham, Charles Villiers, Duke of",E21 Person,,London,英国白金汉公爵,,,178
"Buckingham, John Sheffield, Duke of",E21 Person,,London,英国白金汉公爵,,,"280, 281"
"Buonaccorsi, Count Orlando",E21 Person,,Macerata,马切拉塔贵族,,,223n
"Buonaccorsi, Raimondo",E21 Person,,Macerata,马切拉塔伯爵/赞助人,,,"223, 224, 225, 404"
"Buonaccorsi, Raimondo",E21 Person,,Macerata,马切拉塔伯爵/赞助人,commissioning of paintings of stories from the Aeneid,,"224, 225"
"Buonaccorsi, Cardinal Simone",E21 Person,,Macerata,红衣主教,,,223
"Burlington, Lord",E21 Person,,London,英国帕拉第奥主义建筑赞助人,,,"280, 286, 308, 309, 356"
"Burlington, Lord",E21 Person,,London,英国帕拉第奥主义建筑赞助人,house at Chiswick,,"280, 356"
"Burnacini, Lodovico Ottavio",E21 Person,,Vienna,舞台设计师/建筑师,,,193
"Burrini, Giovanni Antonio",E21 Person,,Bologna,博洛尼亚画家,,,204
"Bussi, Francesca",E53 Place,,,,,,223
"Byng, Admiral",E21 Person,,London,英国海军上将,,,200n
