Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
"Cigoli, Ludovico",E21 Person,,Florence/Rome,佛罗伦萨画家,Deposition,,231
"Cimaroli, Giovan Battista",E21 Person,,Venice,威尼斯风景画家,,,"266, 288, 293, 314"
"Cimaroli, Giovan Battista",E21 Person,,Venice,威尼斯风景画家,share in McSwiny British Worthies,,
"Cimaroli, Giovan Battista",E21 Person,,Venice,威尼斯风景画家,share in McSwiny British Worthies,Lord Dorset,289n
"Cimaroli, Giovan Battista",E21 Person,,Venice,威尼斯风景画家,share in McSwiny British Worthies,Lord Somers,289n
"Cimaroli, Giovan Battista",E21 Person,,Venice,威尼斯风景画家,share in McSwiny British Worthies,Archbishop Tillotson,289n
"Cimaroli, Giovan Battista",E21 Person,,Venice,威尼斯风景画家,share in McSwiny British Worthies,William III,289n
"Cimaroli, Giovan Battista",E21 Person,,Venice,威尼斯风景画家,share in McSwiny British Worthies,(possibly) Lord Stanhope,289n
Cinelli,E21 Person,,Florence,佛罗伦萨作家 (Giovanni Cinelli Calvoli),,,211n
"Città di Castello, Matteo da",E21 Person,,,,,,"68, 69"
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,,,"14, 41, 49, 57, 95, 97, 111n, 116, 118, 119, 121, 124, 125, 138, 155, 156, 162, 172, 173, 350"
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,and Lorenzo Onofrio Colonna,,"155, 156"
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,and Camillo Massimi,,"116, 118"
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,and King of Spain,,"172, 173"
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,and Pope Urban VIII,,49
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Argus guarding Io,,116
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Ascanius shooting the Stag of Sylvia,,156
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Castel Gandolfo,,49
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Coast View with Apollo and the Cumaean Sibyl,,116
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Coast View with Perseus and the Origin of Coral,,118
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Enchanted Castle,,156
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Flight into Egypt,,182
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Landing of Aeneas in Latium,,162
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Landscape with the Flight into Egypt,,156
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Landscape with Rural Dance,,49n
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,payment,,14
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Sacrifice to Apollo,,162
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Santa Marinella,,49n
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Seaports,,"41n, 42, 49n"
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,Storm at Sea,,97
Claude Lorrain,E21 Person,,Rome,活跃于罗马的法国风景画家,View of Delphi,,118
"Clemens August, Archbishop-Elector of Cologne",E22 Man-Made Object,,,,,,"295, 296"
"Clement, Abbé",E21 Person,,,,,,344
"Clement VIII, Pope",E21 Person,,,,"see under Aldobrandini, Ippolito",,
"Clement IX, Pope",E21 Person,,,,"see under Rospigliosi, Giulio",,
"Clement X, Pope",E21 Person,,,,"see under Altieri, Emilio",,
"Clement XI, Pope",E21 Person,,,,"see under Albani, Gianfrancesco",,
"Clement XII, Pope",E21 Person,,,,"see under Corsini, Lorenzo",,
"Clement XIII, Pope",E21 Person,,,,"see under Rezzonico, Carlo",,
Clerici Palace,E22 Man-Made Object,Milan,,,,,273n
"Clostermann, John",E21 Person,,,,,,198
"Cocchi, Ottavio",E21 Person,,,,,,216
"Cochin, Charles-Nicolas",E21 Person,,Paris,法国版画家/艺术评论家,,,"257, 291"
"Codazzi, Viviano",E21 Person,,Rome/Naples,建筑随想画画家,,,"102, 139, 140, 204, 207"
"Codazzi, Viviano",E21 Person,,Rome/Naples,建筑随想画画家,Arrival at the Palace (with Cerquozzi),,140
"Codazzi, Viviano",E21 Person,,Rome/Naples,建筑随想画画家,Pool of Bethesda (with M. Spadaro),,207n
"Codazzi, Viviano",E21 Person,,Rome/Naples,建筑随想画画家,Woman taken in Adultery (with M. Spadaro),,207n
"Codazzi, Viviano",E21 Person,,Rome/Naples,建筑随想画画家,Women's Bath (with Cerquozzi),,140
"Coke, Mr",E21 Person,,,,,,21n
"Colbert, Jean-Baptiste",E21 Person,,Paris,路易十四的财政大臣,,,"153, 186, 187, 188, 189, 403"
"Cole, Christian",E21 Person,,,,,,276
"Coli, Giovanni",E21 Person,,Lucca/Rome,卢卡画家，与Gherardi合作,,,156
"Coli, Giovanni",E21 Person,,Lucca/Rome,卢卡画家，与Gherardi合作,frescoes of Battle of Lepanto in Colonna palace,,156
"Colonna, Angelo Michele",E21 Person,,,,,,190
"Colonna, Anna",E21 Person,,,,,,32
"Colonna, Filippo",E21 Person,,Rome,罗马贵族,,,155
"Colonna, Prince Francesco",E21 Person,,Rome,科隆纳家族亲王,,,21n
"Colonna, Prince Francesco",E21 Person,,Rome,科隆纳家族亲王,sale of Castle of Roviano to C. Barberini,,31
"Colonna, Girolamo",E21 Person,,,,,,"155, 180"
"Colonna, Don Giuliano",E21 Person,,,,,,207n
"Colonna, Lorenzo Onofrio",E21 Person,,Rome,科隆纳家族亲王,,,"155, 156"
"Colonna, Lorenzo Onofrio",E21 Person,,Rome,科隆纳家族亲王,employment of Claude,,156
"Colonna, Lorenzo Onofrio",E21 Person,,Rome,科隆纳家族亲王,liking for mythological fables and landscapes,,155
"Colonna, Marc'Antonio",E21 Person,,,,,,156
Colonna palace,E22 Man-Made Object,Rome,Rome,罗马科隆纳宫,,,156
Colonna palace,E22 Man-Made Object,Rome,Rome,罗马科隆纳宫,sale to Cardinal Flavio Chigi,,"140n, 154"
Competitions,E28 Conceptual Object,,Rome,艺术竞赛 (如圣卢卡学院竞赛),,,"73, 220, 273, 274, 381"
"Conca, Sebastiano",E21 Person,,Rome/Naples,活跃于罗马的那不勒斯画家,,,"xvii, xviii, 165, 223"
"Concina, Padre Daniele",E21 Person,,,,,,271
"Conduitt, John",E21 Person,,,,,,"290n, 291n, 304n"
Congregazione dei Virtuosi,E74 Group,Rome,Rome,万神殿艺术社团,,,126
"Constable, John",E21 Person,,,,,,360
"Contarini, Pietro",E21 Person,,,,,,32
Contarini family,E74 Group,Venice,,,,,255
Contarini villa,E22 Man-Made Object,Mira,,,,,357
"Conti, Antonio",E21 Person,,Venice,威尼斯学者/作家,,,"318, 319, 320, 322, 348, 408"
"Conti, Antonio",E21 Person,,Venice,威尼斯学者/作家,and Francesco Algarotti,,"319, 320"
"Conti, Antonio",E21 Person,,Venice,威尼斯学者/作家,and Sir Isaac Newton,,"318, 319"
"Conti, Antonio",E21 Person,,Venice,威尼斯学者/作家,defence of fantasy in painting,,"319, 320"
"Conti, Antonio",E21 Person,,Venice,威尼斯学者/作家,election to Royal Society,,319
"Conti, Antonio",E21 Person,,Venice,威尼斯学者/作家,treatise on painting,,319
"Conti, Michaelangelo (Pope Innocent XIII)",E21 Person,,,,,,19
"Conti, Stefano",E21 Person,,Lucca/Rome,卢卡画家,,,"226, 227, 228, 265n, 405"
"Conti, Stefano",E21 Person,,Lucca/Rome,卢卡画家,documents relating to commissions to M. Franceschini and F. Torelli,,389
"Contini, Giovanni Battista",E21 Person,,Rome,巴洛克建筑师,,,224
"Contini, Giovanni Battista",E21 Person,,Rome,巴洛克建筑师,Buonaccorsi palace (Macerata),,224
Contracts,E28 Conceptual Object,,Europe,艺术委托合同,,,"8, 9, 10, 11, 12, 13, 14, 15, 21, 71, 80, 217, 218, 219, 220, 221, 255"
Contracts,E28 Conceptual Object,,Europe,艺术委托合同,measurements of works,,8
Contracts,E28 Conceptual Object,,Europe,艺术委托合同,price,,"9, 15"
Contracts,E28 Conceptual Object,,Europe,艺术委托合同,subject,,"8, 9, 10, 11, 12"
Contracts,E28 Conceptual Object,,Europe,艺术委托合同,time limit,,12
"Cordellina, Carlo",E21 Person,,,,,,"256, 405"
"Corelli, Arcangelo",E21 Person,,,,,,165n
"Corner, Flaminio",E21 Person,,Venice,威尼斯历史学家,,,"214n, 274, 275"
"Corner, Flaminio",E21 Person,,Venice,威尼斯历史学家,and Angeli,,274
"Corner, Flaminio",E21 Person,,Venice,威尼斯历史学家,interest in church architecture,,275
Corner family,E74 Group,Venice,Venice,威尼斯显赫家族 (Cornaro),,,255
Corner family,E74 Group,Venice,Venice,威尼斯显赫家族 (Cornaro),patronage of Tiepolo,,252
"Corradini, Antonio",E21 Person,,Venice/Naples,洛可可雕塑家 (蒙纱的基督),,,"241, 265, 312"
"Corradini, Antonio",E21 Person,,Venice/Naples,洛可可雕塑家 (蒙纱的基督),statue of Field Marshal Schulenburg,,246n
"Corradini, Antonio",E21 Person,,Venice/Naples,洛可可雕塑家 (蒙纱的基督),Virginity,,265
Correggio,E21 Person,,Parma,文艺复兴晚期大师,,,"30, 56, 160, 175, 184, 222, 283, 312"
Correggio,E21 Person,,Parma,文艺复兴晚期大师,Christ in the Garden of Olives,,227
Correggio,E21 Person,,Parma,文艺复兴晚期大师,Jupiter and Antiope,,185
Correggio,E21 Person,,Parma,文艺复兴晚期大师,Marriage of St Catherine,,12n
"Correr, Fra Francesco Antonio",E53 Place,,,,,,271
"Correr, Teodoro",E21 Person,,Venice,威尼斯收藏家 (Correr博物馆),,,"381, 382, 383"
"Correr, Teodoro",E21 Person,,Venice,威尼斯收藏家 (Correr博物馆),collections,,"382, 383"
"Correr, Teodoro",E21 Person,,Venice,威尼斯收藏家 (Correr博物馆),interest in history of Venice,,382
"Correr, Teodoro",E21 Person,,Venice,威尼斯收藏家 (Correr博物馆),paintings and drawings by P. Longhi,,382
"Corsini, Marchese Filippo",E22 Man-Made Object,,,,,,137n
"Corsini, Lorenzo (Pope Clement XII)",E21 Person,,,,,,317
Corsini family,E74 Group,Florence,Florence/Rome,佛罗伦萨/罗马家族,,,142
"Cortona, Pietro da",E21 Person,,Rome/Florence,罗马巴洛克盛期大师,"see under Berrettini, Pietro",,
"Costa, Lorenzo",E21 Person,,Ferrara/Mantua,文艺复兴画家,,,175
"Costaguti, Marchese",E22 Man-Made Object,,,,,,21
"Cortese, Giacomo and Guglielmo",E21 Person,,,,"see under Borgognone, Giacomo and Guglielmo",,
"Courtois, Jacques and Guillaume",E21 Person,,,,"see under Borgognone, Giacomo and Guglielmo",,
"Coypel, Antoine",E21 Person,,,,,,285
"Cozza, Francesco",E53 Place,,,,,,131
Cremonese,E74 Group,,Cremona,克雷莫纳画派,"see under Bassi, Francesco",,
"Crequi, Duc de",E21 Person,,,,,,153
"Crescenzi, Giovanni Battista",E21 Person,,,,,,173
"Crescenzi, Pietro Paolo",E21 Person,,,,,,173
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,,,"xvii, 166, 169, 170, 199, 201, 203, 204, 214, 222, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 263n, 265, 341, 342, 351, 384, 405"
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,and G. Ricci,,204
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,and Grand Prince Ferdinand,,"237, 238, 239, 390, 391"
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Children at Play,,238
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,copy of Guercino St William of Aquitaine,,238
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Confession,,166
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Ecstasy of St Margaret,,237n
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Fair at Poggio a Caiano,,238
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Infant Jupiter handed over by Cybele to the Corybantes (The Finding of Moses),,228
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Leto turning the Shepherds into Frogs,,225
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Marriage at Cana,,204n
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Massacre of the Innocents,,"237, 238"
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Nativity,,238
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Painter's Family,,238
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,satirical picture of Don Carlo Silva,,238
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Selfportrait,,238
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,Women washing their Laundry at a Fountain,,238
"Crespi, Giuseppe Maria",E21 Person,,Bologna,博洛尼亚风俗画家,"work for S. Paolo d'Argan, Bergamo",,221n
"Creti, Donato",E21 Person,,Bologna,博洛尼亚洛可可画家,,,"189, 222, 223, 288, 351"
"Creti, Donato",E21 Person,,Bologna,博洛尼亚洛可可画家,Dance of Nymphs,,223
"Creti, Donato",E21 Person,,Bologna,博洛尼亚洛可可画家,work for Cardinal Tommaso Ruffo,,"222, 223"
"Critics, Roman",E21 Person,,,,late 17th century,,"158, 159, 160, 161"
"Croissy, M. de",E21 Person,,,,,,162
"Crozat, Pierre",E21 Person,,Paris,法国金融家/大收藏家,,,"200n, 277, 284, 285, 341, 343n, 349, 384"
"Crozat, Pierre",E21 Person,,Paris,法国金融家/大收藏家,patronage of Venetian artists,,"284, 285"
"Curli, Girolamo",E21 Person,,,,,,357n
Customs duty on pictures,E28 Conceptual Object,,Rome/Venice,艺术品关税,,,"228, 374"
